Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
230,Sandals,Footwear,28,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
231,Scarf,Accessories,88,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually
232,Blouse,Clothing,26,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
233,Jewelry,Accessories,27,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
234,Sweater,Clothing,83,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
235,Gloves,Accessories,39,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
236,Sunglasses,Accessories,89,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
237,Coat,Outerwear,68,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
238,Dress,Clothing,90,M,Beige,Summer,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
239,Skirt,Clothing,34,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
240,Pants,Clothing,51,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly
241,Sweater,Clothing,45,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
242,Hoodie,Clothing,88,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
243,Coat,Outerwear,85,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
244,Jewelry,Accessories,100,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
245,Belt,Accessories,42,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
246,Sandals,Footwear,53,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
247,Sunglasses,Accessories,86,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly
248,Sweater,Clothing,66,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
249,Belt,Accessories,100,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly
250,Handbag,Accessories,47,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually
251,Skirt,Clothing,25,L,Black,Fall,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly
252,Handbag,Accessories,51,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually
253,Shorts,Clothing,41,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
254,Boots,Footwear,73,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
255,Sunglasses,Accessories,42,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
256,Scarf,Accessories,20,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
257,Jewelry,Accessories,30,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
258,Handbag,Accessories,53,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
259,Gloves,Accessories,74,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
260,Jeans,Clothing,57,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
261,Hat,Accessories,57,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
262,Jeans,Clothing,77,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
263,Pants,Clothing,40,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
264,Shorts,Clothing,46,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
265,Pants,Clothing,78,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
266,Backpack,Accessories,59,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
267,Jewelry,Accessories,75,L,White,Summer,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
268,Sweater,Clothing,54,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
269,Shoes,Footwear,42,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
270,Blouse,Clothing,44,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
271,Jeans,Clothing,52,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
272,Sunglasses,Accessories,69,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
273,Jewelry,Accessories,26,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
274,Coat,Outerwear,33,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
275,Jewelry,Accessories,32,M,Indigo,Spring,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
276,Backpack,Accessories,85,XL,Lavender,Winter,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly
277,Skirt,Clothing,30,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly
278,Shirt,Clothing,29,M,Green,Winter,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
279,Sweater,Clothing,95,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
280,Sneakers,Footwear,69,L,Turquoise,Summer,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
281,Sandals,Footwear,69,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
282,Belt,Accessories,61,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
283,Skirt,Clothing,94,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
284,Sweater,Clothing,30,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
285,Skirt,Clothing,45,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
286,Handbag,Accessories,39,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
287,Jewelry,Accessories,51,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
288,Scarf,Accessories,37,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
289,T-shirt,Clothing,62,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
290,Coat,Outerwear,85,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
291,T-shirt,Clothing,33,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
292,Dress,Clothing,26,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
293,Shoes,Footwear,99,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
294,Handbag,Accessories,39,M,White,Spring,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
295,Skirt,Clothing,20,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
296,Sunglasses,Accessories,42,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
297,Sandals,Footwear,74,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
298,Shoes,Footwear,26,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
299,T-shirt,Clothing,53,M,Lavender,Winter,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months
300,Sneakers,Footwear,80,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
301,Hat,Accessories,98,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
302,Skirt,Clothing,95,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
303,Sweater,Clothing,44,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
304,Sandals,Footwear,60,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
305,Dress,Clothing,84,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
306,Sweater,Clothing,59,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
307,Jacket,Outerwear,49,S,White,Summer,3.6,Yes,Express,Yes,Yes,4,Cash,Annually
308,Gloves,Accessories,32,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
309,Handbag,Accessories,29,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly
310,Dress,Clothing,22,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly
311,Pants,Clothing,85,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly
312,Jeans,Clothing,52,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
313,Pants,Clothing,89,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually
314,Dress,Clothing,77,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
315,Pants,Clothing,24,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
316,Jewelry,Accessories,24,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually
317,Handbag,Accessories,22,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly
318,Sweater,Clothing,82,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months
319,Backpack,Accessories,67,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually
320,Shorts,Clothing,74,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months
321,Jewelry,Accessories,72,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly
322,Sneakers,Footwear,36,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
323,Belt,Accessories,95,S,Cyan,Winter,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
324,Hoodie,Clothing,78,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
325,Shirt,Clothing,82,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly
326,Pants,Clothing,70,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually
327,Scarf,Accessories,41,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
328,Coat,Outerwear,42,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
329,Coat,Outerwear,50,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
330,Socks,Clothing,31,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
331,Sweater,Clothing,51,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly
332,Shirt,Clothing,98,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly
333,Shirt,Clothing,86,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
334,Sweater,Clothing,64,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
335,Blouse,Clothing,46,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually
336,Sweater,Clothing,85,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
337,Hat,Accessories,81,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually
338,Sweater,Clothing,59,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
339,Hoodie,Clothing,79,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly
340,Shorts,Clothing,33,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
341,Shorts,Clothing,47,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months
342,Hat,Accessories,20,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
343,Coat,Outerwear,36,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
344,Sandals,Footwear,39,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
345,Skirt,Clothing,71,M,Charcoal,Winter,4,Yes,Standard,Yes,Yes,46,Debit Card,Monthly
346,Shoes,Footwear,59,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
347,Jeans,Clothing,50,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly
348,Sandals,Footwear,41,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly
349,Blouse,Clothing,59,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly
350,Hat,Accessories,87,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
351,Sweater,Clothing,68,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
352,Skirt,Clothing,90,M,Teal,Winter,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
353,Jeans,Clothing,71,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
354,Sneakers,Footwear,64,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly
355,Jewelry,Accessories,76,S,Olive,Fall,3,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
356,Jewelry,Accessories,42,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
357,Pants,Clothing,80,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
358,Belt,Accessories,56,M,Olive,Spring,4,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
359,Hat,Accessories,25,XL,Magenta,Summer,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months
360,Sneakers,Footwear,74,M,Olive,Winter,3,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months
361,Pants,Clothing,30,M,Teal,Summer,3,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly
362,T-shirt,Clothing,96,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
363,Sneakers,Footwear,64,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly
364,Shorts,Clothing,88,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
365,Shoes,Footwear,88,L,Charcoal,Summer,3,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months
366,Gloves,Accessories,88,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly
367,Socks,Clothing,36,M,Turquoise,Spring,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
368,Dress,Clothing,40,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly
369,Handbag,Accessories,39,M,Charcoal,Spring,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly
370,Belt,Accessories,40,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly
371,Scarf,Accessories,34,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly
372,Sneakers,Footwear,83,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly
373,Sweater,Clothing,85,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly
374,Coat,Outerwear,27,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly
375,Jewelry,Accessories,78,S,Purple,Spring,5,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly
376,Sunglasses,Accessories,32,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly
377,Shoes,Footwear,51,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly
378,Scarf,Accessories,32,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months
379,Dress,Clothing,62,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly
380,T-shirt,Clothing,29,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly
381,Backpack,Accessories,69,XL,Beige,Fall,3,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly
382,Jewelry,Accessories,25,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months
383,Jeans,Clothing,76,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly
384,Sunglasses,Accessories,77,S,Magenta,Fall,2.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly
385,Sweater,Clothing,33,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually
386,Shorts,Clothing,93,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly
387,Jewelry,Accessories,39,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly
388,Coat,Outerwear,93,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly
389,Handbag,Accessories,82,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly
390,Boots,Footwear,42,L,Purple,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly
391,Gloves,Accessories,71,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,19,PayPal,Annually
392,Sweater,Clothing,86,L,Gray,Spring,4.8,Yes,Standard,Yes,Yes,25,Cash,Fortnightly
393,T-shirt,Clothing,82,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually
394,Shoes,Footwear,65,L,Maroon,Fall,4.2,Yes,Standard,Yes,Yes,6,PayPal,Fortnightly
395,Scarf,Accessories,29,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly
396,Sneakers,Footwear,65,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually
397,Dress,Clothing,88,S,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually
398,Belt,Accessories,46,M,Indigo,Fall,3,Yes,Free Shipping,Yes,Yes,26,Cash,Annually
399,Boots,Footwear,67,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months
400,Scarf,Accessories,35,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly
401,Boots,Footwear,66,M,Green,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly
402,T-shirt,Clothing,91,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly
403,Backpack,Accessories,78,L,Cyan,Fall,3,Yes,Express,Yes,Yes,26,PayPal,Monthly
404,Sneakers,Footwear,45,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
405,T-shirt,Clothing,93,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly
406,Jeans,Clothing,74,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually
407,Gloves,Accessories,55,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly
408,Hoodie,Clothing,76,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly
409,Sneakers,Footwear,66,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly
410,Shorts,Clothing,51,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly
411,Sweater,Clothing,26,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly
412,Jeans,Clothing,29,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually
413,Jacket,Outerwear,74,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly
414,Jewelry,Accessories,99,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly
415,Backpack,Accessories,88,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly
416,Coat,Outerwear,31,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly
417,Belt,Accessories,55,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly
418,Sandals,Footwear,81,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
419,Sweater,Clothing,73,L,Purple,Spring,3,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly
420,Shorts,Clothing,91,S,Teal,Winter,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
421,Socks,Clothing,54,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
422,Shirt,Clothing,40,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly
423,Pants,Clothing,59,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually
424,Scarf,Accessories,26,L,Teal,Spring,3,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly
425,Sweater,Clothing,23,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly
426,Jeans,Clothing,87,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly
427,Pants,Clothing,71,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly
428,Backpack,Accessories,91,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
429,Coat,Outerwear,64,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
430,Sandals,Footwear,94,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly
431,Shirt,Clothing,40,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually
432,Hat,Accessories,76,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly
433,Shirt,Clothing,86,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly
434,Skirt,Clothing,92,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly
435,Shoes,Footwear,52,L,Pink,Spring,4,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months
436,Coat,Outerwear,28,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly
437,Pants,Clothing,46,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly
438,Jewelry,Accessories,50,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually
439,Belt,Accessories,23,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
440,Jacket,Outerwear,50,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly
441,Shirt,Clothing,89,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly
442,Hoodie,Clothing,81,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually
443,Sunglasses,Accessories,69,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly
444,Sunglasses,Accessories,67,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually
445,Dress,Clothing,20,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually
446,Boots,Footwear,29,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually
447,Shirt,Clothing,74,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly
448,Shorts,Clothing,82,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
449,Gloves,Accessories,23,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly
450,Jewelry,Accessories,45,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly
451,Boots,Footwear,21,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly
452,Jewelry,Accessories,31,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly
453,Pants,Clothing,45,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly
454,Jewelry,Accessories,56,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly
455,Jacket,Outerwear,97,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
456,Blouse,Clothing,100,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
457,Blouse,Clothing,96,S,Indigo,Fall,4,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
458,Gloves,Accessories,99,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months
459,Shorts,Clothing,91,L,Black,Winter,4,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly
460,Hat,Accessories,30,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly
